"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","neglog10_adjP","direction","deg_class"
"FAIM2",-0.00670476371941833,5.98392819846685,-0.148643427662222,0.881856625758358,0.95404610882852,-6.58655909581762,0.0204306354364832,"None","Not significant"
"MAPK4",0.00301942289062172,5.79460600565113,0.14853030097351,0.88194588006754,0.95404610882852,-6.58657561013463,0.0204306354364832,"None","Not significant"
"FCRL5",-0.00272358322615227,5.74003093369568,-0.148493044456324,0.881975274916027,0.95404610882852,-6.58658104611613,0.0204306354364832,"None","Not significant"
"PGBD1",0.00278252788741242,6.12552651948977,0.148439614336815,0.882017430784804,0.95404610882852,-6.58658883955713,0.0204306354364832,"None","Not significant"
"INS",-0.00161296523166662,5.4879232030332,-0.148374050439594,0.882069160548836,0.95404610882852,-6.58659839902677,0.0204306354364832,"None","Not significant"
"DDX19B",-0.00332218861925145,6.45184663942145,-0.148335971210853,0.882099205203874,0.95404610882852,-6.58660394918684,0.0204306354364832,"None","Not significant"
"TOE1",0.00159699306074878,5.88106117349873,0.148319261271246,0.882112389462838,0.95404610882852,-6.58660638426007,0.0204306354364832,"None","Not significant"
"MIEF2",-0.00140006126521126,5.46786332576543,-0.148241746944475,0.882173549235214,0.954061637283667,-6.58661767652834,0.0204235667346276,"None","Not significant"
"C8orf31",-0.00114634269160892,5.47113885371355,-0.148016682630267,0.8823511317755,0.954130133462038,-6.58665043039147,0.0203923879896326,"None","Not significant"
"CNOT8",0.00336322410881055,7.52684443049397,0.147888549486727,0.882452235340259,0.954130133462038,-6.58666905552145,0.0203923879896326,"None","Not significant"
"TRIR",-0.00387174720782538,8.81766468370438,-0.147875725024664,0.882462354598418,0.954130133462038,-6.58667091876677,0.0203923879896326,"None","Not significant"
"CUEDC2",-0.00296204501546364,9.09766189798536,-0.147873212901851,0.882464336813968,0.954130133462038,-6.58667128373028,0.0203923879896326,"None","Not significant"
"LY75",-0.00197876576841592,5.66569588889993,-0.147864880272858,0.882470911763221,0.954130133462038,-6.58667249425732,0.0203923879896326,"None","Not significant"
"RBBP6",0.00337384665394091,7.31284885698985,0.147736899538152,0.882571897337025,0.954188710008764,-6.5866910781567,0.0203657263328479,"None","Not significant"
"ATP13A4",0.00214447159974803,5.43171357688802,0.147642967774915,0.882646017153943,0.95420037180494,-6.58670470761453,0.0203604185538667,"None","Not significant"
"EIF3J",0.00306264193062153,7.17376752399222,0.147543713669394,0.882724337850429,0.95420037180494,-6.586719099923,0.0203604185538667,"None","Not significant"
"CFAP161",-0.00150525358655709,5.35789432094535,-0.147489079031846,0.882767450137425,0.95420037180494,-6.58672701807039,0.0203604185538667,"None","Not significant"
"LINC01838",-0.0011124489129391,5.53644027951353,-0.147432263432275,0.882812283794064,0.95420037180494,-6.58673524919235,0.0203604185538667,"None","Not significant"
"RBM26",-0.00297332830216382,6.60108671133534,-0.147426630779986,0.882816728586763,0.95420037180494,-6.58673606504612,0.0203604185538667,"None","Not significant"
"FOXN3-AS2",0.00114238776623967,5.38915900387692,0.147294271832347,0.882921175664382,0.954262667192536,-6.58675522742806,0.0203320663746125,"None","Not significant"
"SERHL2",0.0138933754808661,7.57377566261768,0.147162042814029,0.883025522246919,0.954287609046075,-6.58677435381329,0.0203207152360068,"None","Not significant"
"CD3E",-0.00405506068230263,5.95325448992112,-0.147080864161424,0.883089584191912,0.954287609046075,-6.58678608746293,0.0203207152360068,"None","Not significant"
"SLC6A2",-0.0013238923293498,5.49729596991975,-0.147070353602262,0.883097878631219,0.954287609046075,-6.58678760619699,0.0203207152360068,"None","Not significant"
"STYK1",0.00163336004962676,5.58536562065258,0.147011712671049,0.883144155533535,0.954287609046075,-6.58679607758685,0.0203207152360068,"None","Not significant"
"ADGRF5",0.00454886368648362,8.18999850113119,0.146923377336966,0.883213866735835,0.954287609046075,-6.586808832314,0.0203207152360068,"None","Not significant"
"PRDM11",-0.00179859645053337,6.17604592526648,-0.146909102286574,0.883225132198788,0.954287609046075,-6.58681089276706,0.0203207152360068,"None","Not significant"
"CABS1",-0.000970956890242615,5.3504089439844,-0.146762137791322,0.883341113764391,0.954323116932278,-6.58683209390335,0.0203045559649368,"None","Not significant"
"OR2F1",0.00117591287922338,5.34977429374452,0.146682810567183,0.883403718331204,0.954323116932278,-6.58684352885152,0.0203045559649368,"None","Not significant"
"ARPC1B",0.00503656750857932,7.24285388205518,0.146648246270236,0.88343099649391,0.954323116932278,-6.58684850933005,0.0203045559649368,"None","Not significant"
"KRTAP5-4",0.00106596606252637,5.31119432645666,0.146630178292587,0.883445255807163,0.954323116932278,-6.58685111233499,0.0203045559649368,"None","Not significant"
"TMEM123",-0.00671308565597128,9.97854347147915,-0.146511003601911,0.883539309850525,0.954348996144069,-6.58686827347699,0.0202927789826042,"None","Not significant"
"MYLK4",0.00113438683843455,5.42879823930238,0.146481182283663,0.883562845436694,0.954348996144069,-6.58687256556089,0.0202927789826042,"None","Not significant"
"ASF1A",-0.00312379607765706,7.25636801978676,-0.14629447811271,0.883710198473774,0.954408154843874,-6.58689941741771,0.02026585853662,"None","Not significant"
"MBD2",-0.00328277479878603,6.55287173698703,-0.146293140108403,0.883711254485068,0.954408154843874,-6.58689960972638,0.02026585853662,"None","Not significant"
"NELFA",-0.00203128042038543,6.26208683785442,-0.146215661040164,0.883772404694119,0.954418827115631,-6.58691074263577,0.0202610022465765,"None","Not significant"
"RNF2",-0.00123557771547475,5.44436438967656,-0.14610517274956,0.883859608569001,0.954418827115631,-6.58692660841405,0.0202610022465765,"None","Not significant"
"PCSK7",-0.00365773970039699,8.01170192198524,-0.146102655678025,0.883861595206715,0.954418827115631,-6.58692696971797,0.0202610022465765,"None","Not significant"
"SDE2",0.00339489551906297,7.70175075233741,0.145892142693914,0.884027748427781,0.95445104702247,-6.58695716501979,0.0202463412914863,"None","Not significant"
"SUPT20H",0.00283585026128862,7.01679954712398,0.145779577738931,0.884116595541523,0.95445104702247,-6.58697329310878,0.0202463412914863,"None","Not significant"
"PSMB9",0.00746488788831258,7.88891675138478,0.145712094184971,0.884169860767325,0.95445104702247,-6.58698295605357,0.0202463412914863,"None","Not significant"
"POLR2K",0.00251231493350882,5.94615920704116,0.145627827824708,0.884236373511557,0.95445104702247,-6.58699501584036,0.0202463412914863,"None","Not significant"
"SYT14",0.00115057325403631,5.42316866498857,0.145591163683576,0.884265313341457,0.95445104702247,-6.58700026085401,0.0202463412914863,"None","Not significant"
"GLYATL1",0.0022005390177615,5.60739485803828,0.145531850519068,0.884312130881414,0.95445104702247,-6.58700874314278,0.0202463412914863,"None","Not significant"
"LOC644554",0.0012227406917117,5.40447775923898,0.145496330984738,0.884340167637091,0.95445104702247,-6.5870138210846,0.0202463412914863,"None","Not significant"
"TFR2",-0.00139714167274907,5.43913021312807,-0.145422458594676,0.884398478048054,0.95445104702247,-6.58702437805588,0.0202463412914863,"None","Not significant"
"C2orf66",0.00102035411149605,5.46587378198004,0.145392374020332,0.884422225176894,0.95445104702247,-6.58702867585238,0.0202463412914863,"None","Not significant"
"ERN2",0.00129138866807153,5.41448495712986,0.145345853452707,0.884458946190682,0.95445104702247,-6.58703531989758,0.0202463412914863,"None","Not significant"
"POU2F3",-0.00130418272047466,5.49018896447777,-0.145342691415863,0.884461442153738,0.95445104702247,-6.58703577142106,0.0202463412914863,"None","Not significant"
"OXER1",-0.00198843844793282,5.46180378177962,-0.145243781028383,0.884539517937583,0.95445104702247,-6.58704989038165,0.0202463412914863,"None","Not significant"
"NCAM1",-0.00296404332377307,5.86006939976094,-0.145203993399374,0.884570924968914,0.95445104702247,-6.58705556715525,0.0202463412914863,"None","Not significant"
"OR2T1",0.00165119275589771,5.50269218521269,0.14509013624427,0.884660801024292,0.95445104702247,-6.58707180334163,0.0202463412914863,"None","Not significant"
"SCTR",-0.00156194485975814,5.48034806341216,-0.145087714757151,0.884662712503178,0.95445104702247,-6.58707214851074,0.0202463412914863,"None","Not significant"
"SOCS4",0.00265411847933914,7.23628620770921,0.145073698427121,0.884673776758145,0.95445104702247,-6.58707414634495,0.0202463412914863,"None","Not significant"
"NDUFB3",-0.00439253033790064,10.3141942444555,-0.145003674360542,0.884729052914636,0.95445104702247,-6.58708412441701,0.0202463412914863,"None","Not significant"
"PCTP",-0.00347656208355519,6.20548741529555,-0.144973022048949,0.884753249657734,0.95445104702247,-6.58708849069912,0.0202463412914863,"None","Not significant"
"LOC100133106",-0.00112516094027253,5.38778917556373,-0.144937821580194,0.884781036820388,0.95445104702247,-6.58709350370698,0.0202463412914863,"None","Not significant"
"ARVP6125",-0.00102963867930658,5.48006604829196,-0.14484364418614,0.884855380918904,0.954460946533174,-6.58710690981597,0.0202418368377586,"None","Not significant"
"TMPRSS12",0.00145689160914288,5.48003024198159,0.144782805854,0.884903407537404,0.954460946533174,-6.5871155654922,0.0202418368377586,"None","Not significant"
"DACH1",-0.0111403642961037,7.87707346539033,-0.144748259739737,0.88493067890493,0.954460946533174,-6.58712047886672,0.0202418368377586,"None","Not significant"
"LRRTM3",-0.00112598242297765,5.4821055234368,-0.144681422791353,0.884983441665822,0.954467354021363,-6.58712998152607,0.0202389213413912,"None","Not significant"
"PRKAG2",0.00285455005505076,7.19430796834387,0.144539262904073,0.885095667938673,0.954475311057672,-6.58715017876139,0.0202353008062913,"None","Not significant"
"IGFL2",-0.00487823802757491,5.83280012045971,-0.144438233809814,0.885175425445139,0.954475311057672,-6.58716452030836,0.0202353008062913,"None","Not significant"
"FCRL1",-0.00101584046322309,5.39414584519757,-0.144409450673688,0.885198148530238,0.954475311057672,-6.58716860437208,0.0202353008062913,"None","Not significant"
"IL36B",0.00105873327452607,5.27681610440362,0.144387117823099,0.88521577944914,0.954475311057672,-6.58717177263849,0.0202353008062913,"None","Not significant"
"KCNA7",0.00146315551818192,5.38743372612836,0.14437552493186,0.885224931609337,0.954475311057672,-6.58717341707955,0.0202353008062913,"None","Not significant"
"C7orf28B",0.00444047672036825,7.00082340577468,0.144300286798094,0.885284329714396,0.954488869795735,-6.58718408633059,0.0202291315075882,"None","Not significant"
"SNX31",-0.00138732815673238,5.46840560277528,-0.144140523822907,0.885410459623438,0.954489092057731,-6.58720672330517,0.0202290303779152,"None","Not significant"
"GRN",-0.00479096699678567,9.27380133631416,-0.144080126806829,0.885458142705968,0.954489092057731,-6.58721527448657,0.0202290303779152,"None","Not significant"
"TSBP1",-0.00120411747943211,5.39733133691453,-0.144076545421119,0.885460970201582,0.954489092057731,-6.58721578143694,0.0202290303779152,"None","Not significant"
"ATG9B",0.00159252468400358,5.50516141078641,0.144062792264029,0.885471828300405,0.954489092057731,-6.58721772809861,0.0202290303779152,"None","Not significant"
"FAM204A",-0.00187763756731872,6.0517471975416,-0.14387718660494,0.885618365820816,0.954596572930273,-6.5872439810868,0.0201801291151165,"None","Not significant"
"CACNG4",0.00148891839391279,5.43844992149272,0.1437940505879,0.88568400380622,0.954596866035219,-6.58725572928395,0.020179995766805,"None","Not significant"
"GCG",-0.000986217619892617,5.47061612638539,-0.143758218306553,0.885712294539619,0.954596866035219,-6.58726079075591,0.020179995766805,"None","Not significant"
"SHOC2",-0.00345477196502748,6.91581324312665,-0.143621629100297,0.885820137428438,0.954662622335645,-6.58728007303109,0.020150080924312,"None","Not significant"
"C22orf31",-0.00115147689368372,5.2400587280162,-0.143492197330056,0.885922331175907,0.954722283834895,-6.5872983279788,0.0201229406030167,"None","Not significant"
"GATD1",0.00374062270065551,7.45529366008919,0.143281861342317,0.886088407457161,0.954779649663172,-6.58732795848436,0.0200968461935364,"None","Not significant"
"OSBPL2",0.00291608179029402,5.91827068100781,0.143204405222854,0.886149566224659,0.954779649663172,-6.58733885895286,0.0200968461935364,"None","Not significant"
"BET1L",0.00214611437434408,6.33484988734693,0.143203825695539,0.886150023817614,0.954779649663172,-6.58733894048816,0.0200968461935364,"None","Not significant"
"CCDC163",0.00115001781367516,5.50612102693152,0.143129119844151,0.886209011642225,0.954779649663172,-6.58734944828281,0.0200968461935364,"None","Not significant"
"PRSS3",0.00526458195016251,5.68477361630293,0.143080134536234,0.886247690839314,0.954779649663172,-6.5873563353632,0.0200968461935364,"None","Not significant"
"NPFFR1",0.00108045854200326,5.36453216195293,0.143068867726841,0.88625658724192,0.954779649663172,-6.58735791908452,0.0200968461935364,"None","Not significant"
"TRIM48",0.00119601785473301,5.41403007294114,0.142530897305527,0.886681391570918,0.955186818536868,-6.58743339387407,0.0199116793849333,"None","Not significant"
"ABHD3",0.00512385107314252,7.41249218627974,0.142166345981336,0.886969275340132,0.955446453065346,-6.58748437713953,0.0197936474785499,"None","Not significant"
"LOC440337",-0.00111997813255391,5.50869280689706,-0.141997370197018,0.887102719465871,0.955529369566538,-6.58750796447179,0.0197559597396236,"None","Not significant"
"SLC12A9",-0.00335330915367921,8.96808534060719,-0.141855195655127,0.887215000506447,0.955529369566538,-6.58752778888805,0.0197559597396236,"None","Not significant"
"DBX1",0.00125760192769694,5.42678417082344,0.141845703608402,0.887222496844019,0.955529369566538,-6.58752911172508,0.0197559597396236,"None","Not significant"
"PNISR",-0.0031893059521011,7.82285434647025,-0.141831459988809,0.887233745752044,0.955529369566538,-6.5875310965879,0.0197559597396236,"None","Not significant"
"RBFOX1",-0.00120977774001508,5.25616667423622,-0.141733190925415,0.887311354429618,0.955562468173055,-6.58754478505021,0.0197409164623861,"None","Not significant"
"LPIN1",0.00576423139285573,8.65756815054493,0.141635488811057,0.887388516427603,0.955595082270295,-6.58755838513386,0.0197260939037106,"None","Not significant"
"FLCN",0.00150732258188101,5.60356256674015,0.141307292470832,0.887647723195629,0.955823719684269,-6.58760400123241,0.0196221962465173,"None","Not significant"
"TTBK2",0.00103348115493784,5.43608490925889,0.141213299330873,0.887721960421072,0.955843202284362,-6.5876170458716,0.019613344091765,"None","Not significant"
"SLC16A13",-0.00111897058588481,5.40623097459978,-0.141165649666792,0.887759595234233,0.955843202284362,-6.58762365551417,0.019613344091765,"None","Not significant"
"MYO7B",0.00132341124154265,5.56883920450155,0.140984126021283,0.887902969152289,0.955883947460862,-6.58764881482479,0.0195948316117563,"None","Not significant"
"RPS6KC1",0.00324277512527363,6.34947186515439,0.140944044906407,0.887934627156553,0.955883947460862,-6.58765436573366,0.0195948316117563,"None","Not significant"
"KIF7",-0.00235950970664313,5.97821205893739,-0.140939631885672,0.887938112784836,0.955883947460862,-6.58765497680461,0.0195948316117563,"None","Not significant"
"ZC3H4",0.00191110724224526,8.97676426617752,0.140762288394339,0.888078189491112,0.955984257948794,-6.58767951772826,0.0195492591279392,"None","Not significant"
"RCHY1",-0.00193565336381157,6.10008613501241,-0.140689774220207,0.888135466616929,0.955991423038706,-6.58768954339344,0.0195460041084933,"None","Not significant"
"UBIAD1",-0.00262723230445498,7.14474674578787,-0.140635117162682,0.888178639241111,0.955991423038706,-6.58769709675495,0.0195460041084933,"None","Not significant"
"LINC03018",-0.00201663373295097,5.45891696964792,-0.140468765030721,0.888310039833505,0.956059721761884,-6.58772006781734,0.0195149779942697,"None","Not significant"
"LAMB4",-0.00111396609562212,5.42350252471809,-0.140436034891812,0.888335893543873,0.956059721761884,-6.58772458422251,0.0195149779942697,"None","Not significant"
"HMCN2",0.00108692316853506,5.35516092681294,0.140187060916835,0.888532563298581,0.956153744599565,-6.58775890548502,0.0194722697921476,"None","Not significant"
"CLEC4GP1",-0.00155016978714278,5.39391213051932,-0.14017977677524,0.888538317297993,0.956153744599565,-6.58775990869289,0.0194722697921476,"None","Not significant"
"FBXL17",0.00176822669473159,5.73375485916903,0.140147301850853,0.888563970453479,0.956153744599565,-6.58776438066515,0.0194722697921476,"None","Not significant"
"ZNF273",-0.00166286833402212,5.56466786467547,-0.139899366287794,0.888759827862602,0.956314019054059,-6.58779848857862,0.0193994776513731,"None","Not significant"
"TSC22D3",-0.00523898238524413,8.69097588155317,-0.139674372411356,0.888937568304841,0.956349992359794,-6.58782938818943,0.0193831412660116,"None","Not significant"
"THSD1",0.0015944350294215,5.61711949766353,0.139584706237584,0.889008404259218,0.956349992359794,-6.58784168866455,0.0193831412660116,"None","Not significant"
"RXFP3",0.000944518518647947,5.42316172692594,0.139538823421678,0.889044651861741,0.956349992359794,-6.58784797984994,0.0193831412660116,"None","Not significant"
"COQ6",-0.00354933876097607,8.21746095833935,-0.139523471050843,0.889056780346102,0.956349992359794,-6.58785008441589,0.0193831412660116,"None","Not significant"
"DPAGT1",0.00439518256999031,6.69592929277509,0.139519298814243,0.889060076447784,0.956349992359794,-6.58785065632322,0.0193831412660116,"None","Not significant"
"PRMT9",0.00212967531510814,6.51948633396036,0.139489465601444,0.889083644990446,0.956349992359794,-6.58785474519824,0.0193831412660116,"None","Not significant"
"RPRD1A",-0.00416787430156762,9.25387120518899,-0.139375907814364,0.889173357699133,0.956349992359794,-6.58787030118209,0.0193831412660116,"None","Not significant"
"KRT39",0.00108407824692739,5.25978129637072,0.139167432260976,0.889338060860449,0.956349992359794,-6.58789882672359,0.0193831412660116,"None","Not significant"
"CD86",0.00532825152299223,7.75162533940861,0.139119438753936,0.889375978129051,0.956349992359794,-6.58790538759007,0.0193831412660116,"None","Not significant"
"LPAR5",-0.00412125076856086,7.11708694753831,-0.139095684251906,0.889394745466305,0.956349992359794,-6.58790863406963,0.0193831412660116,"None","Not significant"
"ACSS3",0.0012774349602235,5.37120657883894,0.139028768030985,0.889447613221997,0.956349992359794,-6.58791777639302,0.0193831412660116,"None","Not significant"
"OR4N2",-0.00143481244277489,5.37021086064427,-0.139026466353894,0.889449431691218,0.956349992359794,-6.58791809077764,0.0193831412660116,"None","Not significant"
"EPB42",0.0013074212272219,5.2826919833636,0.138996128960062,0.889473400188968,0.956349992359794,-6.58792223405863,0.0193831412660116,"None","Not significant"
"REG3G",-0.00137689355067275,5.36527434708511,-0.13899181888614,0.889476805433553,0.956349992359794,-6.58792282262665,0.0193831412660116,"None","Not significant"
"ARL4C",0.00226426299927417,5.87682491857506,0.138966288760727,0.889496975969669,0.956349992359794,-6.58792630855372,0.0193831412660116,"None","Not significant"
"TTY4",-0.00101585289405076,5.26327885662809,-0.138869147947711,0.889573724475816,0.956361991536661,-6.5879395664735,0.0193776922738532,"None","Not significant"
"TMEM87A",-0.00350305160182402,11.1916579235676,-0.138755709420985,0.889663350705818,0.956361991536661,-6.58795503699483,0.0193776922738532,"None","Not significant"
"RXYLT1",-0.00347820290261556,9.18983630850578,-0.138734900827211,0.889679791444708,0.956361991536661,-6.58795787345745,0.0193776922738532,"None","Not significant"
"DEUP1",0.00138822936264771,5.3696997810355,0.138664775303187,0.889735197529294,0.956361991536661,-6.58796742928053,0.0193776922738532,"None","Not significant"
"OR52K2",0.000955875026565659,5.34030498740236,0.138655265463792,0.889742711282452,0.956361991536661,-6.58796872478965,0.0193776922738532,"None","Not significant"
"DEFA1",-0.00257024880701651,5.33483440979902,-0.13848526877693,0.889877027856142,0.956375838608731,-6.58799186815716,0.0193714042118977,"None","Not significant"
"IQCC",0.00277411239235698,6.40625084669696,0.138472615325403,0.889887025637887,0.956375838608731,-6.58799358966429,0.0193714042118977,"None","Not significant"
"CCL13",0.00644432174698243,6.16327343034435,0.138460825864582,0.889896340776571,0.956375838608731,-6.58799519348353,0.0193714042118977,"None","Not significant"
"SNX18",-0.00104410055415174,5.41676614483129,-0.138305954947265,0.890018709453652,0.956456924045163,-6.58801624919372,0.0193345845188079,"None","Not significant"
"FAHD2B",0.00343134213199398,8.40436033097156,0.138182925268995,0.890115921175411,0.956510967483435,-6.58803295908511,0.01931004592918,"None","Not significant"
"LINC01197",0.000862947926517278,5.41515488905062,0.137976838818737,0.89027876378977,0.956635527903351,-6.58806091643049,0.0192534941666884,"None","Not significant"
"SLC27A5",-0.00367583773168248,6.58739200539307,-0.137819943456461,0.890402740360141,0.956645344114019,-6.58808217261976,0.0192490378151,"None","Not significant"
"TMEM211",-0.00126647799770401,5.33895904868116,-0.137795473423617,0.890422076487475,0.956645344114019,-6.5880854856406,0.0192490378151,"None","Not significant"
"COX10",-0.00280805254464312,8.11545552036488,-0.137742653909657,0.890463814489882,0.956645344114019,-6.58809263491917,0.0192490378151,"None","Not significant"
"LINC01118",-0.00153533948374186,5.42659306908471,-0.137727720861197,0.890475614646236,0.956645344114019,-6.58809465565479,0.0192490378151,"None","Not significant"
"ILDR2",0.00123326298928004,5.40161929216364,0.137648441899579,0.890538261614661,0.956662229290412,-6.58810537999098,0.0192413724098766,"None","Not significant"
"CSPG4P1Y",0.000953804360721371,5.28135117558366,0.137471442260502,0.890678130834047,0.956762064449178,-6.58812930105513,0.0191960527609799,"None","Not significant"
"CELF2-AS2",-0.00097952643305737,5.37306091293314,-0.137316917872735,0.890800242373363,0.956842814879386,-6.58815015948034,0.0191593999841706,"None","Not significant"
"P2RX6",-0.00102153073537776,5.36072603214693,-0.137170659801993,0.890915823916919,0.956916543050024,-6.58816988046941,0.0191259373259196,"None","Not significant"
"SYPL2",-0.00113879494581713,5.31411821011529,-0.137014829551423,0.891038972500998,0.956998390644512,-6.58819086901832,0.0190887925625457,"None","Not significant"
"TOX-DT",-0.00258903058135778,5.75910317813493,-0.136882573867248,0.891143492784285,0.957060223402752,-6.58820866362719,0.019060733206874,"None","Not significant"
"SEPT7",-0.000970106787298436,5.44196072819306,-0.136800253623344,0.891208550567861,0.957079670389097,-6.58821973089441,0.0190519086492887,"None","Not significant"
"STAC",0.0017554869735602,5.53609376585739,0.136726715031679,0.891266668821592,0.957091663273884,-6.58822961191196,0.0190464666665429,"None","Not significant"
"GRIN2B",-0.00179119362145382,5.54454456371122,-0.136457982527359,0.891479055665785,0.957225700152247,-6.58826567498961,0.0189856497112651,"None","Not significant"
"KLK14",0.0021004937280818,5.44693446802469,0.136449952827231,0.891485401883268,0.957225700152247,-6.58826675145911,0.0189856497112651,"None","Not significant"
"FOLR1",-0.00954010094153171,6.31351089177111,-0.136341767765405,0.891570905870454,0.957233418461543,-6.58828124867874,0.0189821479189265,"None","Not significant"
"H3C1",-0.00134430701493121,5.75179034475898,-0.136315353472918,0.891591782579593,0.957233418461543,-6.58828478655045,0.0189821479189265,"None","Not significant"
"ITLN1",0.00164297067911145,5.60785790296058,0.136262617130317,0.891633463318508,0.957233418461543,-6.58829184788845,0.0189821479189265,"None","Not significant"
"USF3",0.00103572047147416,5.31043601644884,0.136069582919714,0.891786032550877,0.95734679412026,-6.58831767165194,0.0189307127033143,"None","Not significant"
"LINGO1",0.00672283677664125,6.65653229903983,0.135958409050661,0.891873903313175,0.957390706637128,-6.58833252767571,0.0189107925171184,"None","Not significant"
"SYK",-0.0050239064437054,7.89755859283392,-0.135804237640944,0.891995761119551,0.957471096331001,-6.58835310931149,0.018874327430795,"None","Not significant"
"NXPE1",-0.000946090669718636,5.36944897978845,-0.13567259006802,0.89209981800056,0.957532370995231,-6.58837066556797,0.0188465350544171,"None","Not significant"
"CUL3",-0.0012431475257857,5.4605483869486,-0.135608396723683,0.892150558381598,0.957536415132357,-6.5883792200882,0.0188447008159282,"None","Not significant"
"TBC1D13",-0.00260286717776716,7.47355212121791,-0.135431037196174,0.892290751069128,0.957636462069294,-6.58840283429259,0.0187993264967743,"None","Not significant"
"AK8",-0.00151848446184298,5.62610833988305,-0.135358829206947,0.89234782837112,0.957647300939472,-6.58841243943865,0.0187944110251357,"None","Not significant"
"PKD1",0.00343811792263847,7.09634059190044,0.135212612532089,0.892463408057453,0.957720918785596,-6.58843187357266,0.0187610265050968,"None","Not significant"
"F5",-0.0021918424353828,5.77061922083021,-0.135129478346162,0.89252912403861,0.957730836618728,-6.5884429138419,0.0187565291219705,"None","Not significant"
"LOXL4",0.00649786897443846,6.50776325190111,0.135058265712467,0.892585416848614,0.957730836618728,-6.58845236552265,0.0187565291219705,"None","Not significant"
"NDOR1",0.00126136680591724,5.45644927028653,0.135013742311672,0.892620612386476,0.957730836618728,-6.58845827234962,0.0187565291219705,"None","Not significant"
"MIR1915HG",-0.00174316037087544,5.47553550808896,-0.134963184127468,0.892660578648802,0.957730836618728,-6.58846497743755,0.0187565291219705,"None","Not significant"
"TTTY15",-0.00103219879387833,5.28227058741318,-0.13470683896335,0.892863223788498,0.957814821521791,-6.58849893559933,0.0187184468347313,"None","Not significant"
"C12orf40",-0.00101453013157302,5.34420881901317,-0.134698888678047,0.892869508734027,0.957814821521791,-6.58849998774524,0.0187184468347313,"None","Not significant"
"C2orf27B",-0.00131149908029572,5.64202744986711,-0.134685850023353,0.892879816206946,0.957814821521791,-6.58850171315451,0.0187184468347313,"None","Not significant"
"USP50",-0.000953024389929947,5.23095516590623,-0.134226557526926,0.89324291313737,0.958153903615306,-6.58856238491479,0.0185647267016922,"None","Not significant"
"EDRF1",0.00253697523236041,6.991477714622,0.134050974636705,0.893381727355563,0.958165348868076,-6.58858552435919,0.0185595390377731,"None","Not significant"
"CLDN25",0.0013903406102386,5.61443356707311,0.134022584986731,0.893404172258915,0.958165348868076,-6.58858926288569,0.0185595390377731,"None","Not significant"
"SH3GL3",0.00247781610452336,5.51461432980059,0.134011092613365,0.893413258172254,0.958165348868076,-6.58859077604802,0.0185595390377731,"None","Not significant"
"PNCK",-0.00737697014912918,6.57965890163919,-0.133975248407499,0.893441596825331,0.958165348868076,-6.58859549470128,0.0185595390377731,"None","Not significant"
"OR6B1",0.00122728851936194,5.51623277860498,0.133741721539443,0.893626227958343,0.958312938972636,-6.58862620607269,0.0184926480445097,"None","Not significant"
"DHX8",0.00220073030376483,6.47834668518834,0.133611850523041,0.893728909146002,0.958372636135784,-6.5886432623678,0.018465594938997,"None","Not significant"
"STPG4",-0.00111741751977687,5.25650299404308,-0.133453149256733,0.893854387095701,0.95845677139266,-6.58866408251776,0.018427470025351,"None","Not significant"
"TFB2M",-0.00411409570724413,8.59233046032831,-0.133046086478922,0.89417624546776,0.958702362858211,-6.58871737229036,0.018316202246929,"None","Not significant"
"ZNF780B",-0.000996232650654784,5.37572554087438,-0.133034621569676,0.894185310850646,0.958702362858211,-6.58871887083793,0.018316202246929,"None","Not significant"
"ULBP3",0.00109950229690259,5.48714181655941,0.132985041307079,0.894224514465834,0.958702362858211,-6.58872534985441,0.018316202246929,"None","Not significant"
"PRB1",0.00126014905156277,5.46764460357483,0.132857530049738,0.894325340094763,0.958725905363637,-6.58874200159327,0.0183055375661512,"None","Not significant"
"CALHM6",-0.00307430644407828,5.98957183289856,-0.132838313033523,0.894340535511157,0.958725905363637,-6.58874450976495,0.0183055375661512,"None","Not significant"
"FAM169B",0.000950662570854193,5.31190182666346,0.132403063395067,0.89468470960111,0.958928571957689,-6.58880122062749,0.0182137410670098,"None","Not significant"
"PABPN1",0.00317290154348321,8.53756692027413,0.132342612764724,0.894732512569203,0.958928571957689,-6.58880908232432,0.0182137410670098,"None","Not significant"
"ZSCAN5B",0.000993090008193096,5.5343111859866,0.132322430258022,0.894748472516524,0.958928571957689,-6.58881170629067,0.0182137410670098,"None","Not significant"
"NIPA1",-0.00286139981811567,6.55868579518781,-0.132252402434619,0.894803849535023,0.958928571957689,-6.58882080763917,0.0182137410670098,"None","Not significant"
"GGTLC1",-0.00142358431733285,5.51901594181622,-0.132157281399022,0.894879070735028,0.958928571957689,-6.58883316257587,0.0182137410670098,"None","Not significant"
"CCDC157",-0.00130531605812229,5.55077441828124,-0.132102717773819,0.894922219781584,0.958928571957689,-6.5888402456413,0.0182137410670098,"None","Not significant"
"CREB3L3",-0.000941996320767206,5.27701346368515,-0.132001368287203,0.895002368026182,0.958928571957689,-6.58885339435535,0.0182137410670098,"None","Not significant"
"BLOC1S5",-0.000964525192535168,5.18423218576988,-0.131975257368665,0.895023016990243,0.958928571957689,-6.58885678025602,0.0182137410670098,"None","Not significant"
