"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","neglog10_adjP","direction","deg_class"
"FCER1A",-0.456524582204266,7.14422608754413,-7.2681603693607,6.06527097826993e-13,1.23640548892032e-08,18.861720615566,7.90783907558987,"Down","Downregulated in Low RMST"
"CLIC6",-0.832237649815651,8.26003385622763,-7.05335325223736,2.74876094139071e-12,2.80167458951248e-08,17.4054003678432,7.55258230880258,"Down","Downregulated in Low RMST"
"OMD",-0.334305849177802,6.70309205131919,-6.94489115580807,5.80526659044937e-12,3.94467864821035e-08,16.6854897874408,7.40398837065317,"Down","Downregulated in Low RMST"
"TROAP",0.265064620237811,6.79824383157416,6.81233536686368,1.42728680232439e-11,7.27381036634565e-08,15.8197804135956,7.13823802551436,"Up","Upregulated in Low RMST"
"OGN",-0.389845131328047,6.39015016426622,-6.68642479581443,3.30643706820952e-11,1.02301201911943e-07,15.0119080708883,6.99011926383761,"Down","Downregulated in Low RMST"
"CDCA5",0.361769867482868,8.3809813194015,6.68178931620873,3.40938364733136e-11,1.02301201911943e-07,14.9824348909186,6.99011926383761,"Up","Upregulated in Low RMST"
"NUSAP1",0.303573646171514,8.23849479816465,6.67726364627807,3.51291838794996e-11,1.02301201911943e-07,14.9536783656488,6.99011926383761,"Up","Upregulated in Low RMST"
"UBE2C",0.438305108157271,9.10429997824036,6.51060263777021,1.04377487621103e-10,2.65966885644522e-07,13.9074274571301,6.57517243207983,"Up","Upregulated in Low RMST"
"PKMYT1",0.213106616287518,6.5355215272522,6.40146931092506,2.10123634599285e-10,4.75930032367381e-07,13.2357834451357,6.32245688927583,"Up","Upregulated in Low RMST"
"PRC1",0.308147424766817,8.62747294242933,6.33123272954408,3.27790545334806e-10,6.21309873815795e-07,12.8091776106492,6.2066917445526,"Up","Upregulated in Low RMST"
"KIF20A",0.276940626560912,7.20836688402754,6.31432248003297,3.6459137334649e-10,6.21309873815795e-07,12.7071300501399,6.2066917445526,"Up","Upregulated in Low RMST"
"STAT5A",-0.203322240389782,7.40368764790444,-6.31381963711161,3.65745326749548e-10,6.21309873815795e-07,12.7040995056108,6.2066917445526,"Down","Downregulated in Low RMST"
"RACGAP1",0.220973634645081,7.91237158358609,6.29759866087051,4.04946431502321e-10,6.34987154321139e-07,12.6064606880363,6.19723506032043,"Up","Upregulated in Low RMST"
"PDGFRL",-0.358271421749954,8.65130429274271,-6.2549193225785,5.28754009511268e-10,7.69903605991942e-07,12.3506933980984,6.11356364626438,"Down","Downregulated in Low RMST"
"PTTG1",0.325273237006323,9.03131053383797,6.2075761004414,7.09481051403528e-10,9.42161269761792e-07,12.0688979072491,6.02587475264974,"Up","Upregulated in Low RMST"
"TPX2",0.263826327240511,6.88066257301372,6.20087834318519,7.3949376091188e-10,9.42161269761792e-07,12.0291949533012,6.02587475264974,"Up","Upregulated in Low RMST"
"UHRF1",0.156443073423853,11.1390210164419,6.13000953989049,1.14354740207358e-09,1.32010987565568e-06,11.6115821338314,5.87938992000245,"None","Not significant"
"UBE2S",0.274328452043487,9.25185870996127,6.1268790318876,1.1656599343538e-09,1.32010987565568e-06,11.5932395232115,5.87938992000245,"Up","Upregulated in Low RMST"
"CDC20",0.390099431554443,8.86150560656986,6.01850361013546,2.249903422603e-09,2.4139095405138e-06,10.9637062791246,5.61727900880031,"Up","Upregulated in Low RMST"
"FEN1",0.216952180210289,8.79574193981218,5.95363311776172,3.31829202948562e-09,3.12720065932644e-06,10.5919819449206,5.50484425101089,"Up","Upregulated in Low RMST"
"CENPE",0.19340281244662,6.86043334524666,5.94755440494213,3.44067031172186e-09,3.12720065932644e-06,10.5573452740559,5.50484425101089,"None","Not significant"
"PLK1",0.117928952077459,6.50182578610781,5.94715625773431,3.44883762044763e-09,3.12720065932644e-06,10.5550777924628,5.50484425101089,"None","Not significant"
"LAMA2",-0.229568261628391,6.54630842651521,-5.94332697048018,3.52835983146962e-09,3.12720065932644e-06,10.53327703982,5.50484425101089,"Down","Downregulated in Low RMST"
"RALGAPB",0.120366224918758,6.93035891170014,5.91324582621893,4.21836343125007e-09,3.58297243941803e-06,10.3624840034936,5.44575653245759,"None","Not significant"
"CKAP2L",0.206996359501143,6.62121863378511,5.89998273976002,4.56281960496976e-09,3.72052310589234e-06,10.2874410794231,5.42939599398078,"Up","Upregulated in Low RMST"
"ZCCHC24",-0.22620752296536,8.15763869118418,-5.88484058431176,4.98962588136149e-09,3.91205859967515e-06,10.2019620679012,5.40759464843327,"Down","Downregulated in Low RMST"
"CENPO",0.105110765310479,5.93634723255728,5.87195248939831,5.3833291793155e-09,3.96133655296387e-06,10.1293719181449,5.4021582586091,"None","Not significant"
"NCAPG",0.24817950681587,7.14465512409585,5.87013809982775,5.4411294325724e-09,3.96133655296387e-06,10.1191648040046,5.4021582586091,"Up","Upregulated in Low RMST"
"PTTG3P",0.283001619093012,7.92584639960862,5.79229986237584,8.57927833757759e-09,5.85308091131511e-06,9.684099890121,5.23261547228172,"Up","Upregulated in Low RMST"
"AURKA",0.274629464210087,7.50592170382786,5.79160911986548,8.61380560899942e-09,5.85308091131511e-06,9.68026382737392,5.23261547228172,"Up","Upregulated in Low RMST"
"POLQ",0.196109100982553,6.62695024734526,5.76905398330194,9.81860639006933e-09,6.45652552456656e-06,9.55524239564254,5.1900011277391,"None","Not significant"
"LARP1",0.116902607133808,8.20061491629353,5.76011841982624,1.03399511842823e-08,6.51922288641481e-06,9.50584170386774,5.18580417056507,"None","Not significant"
"CCNB2",0.301709526497364,8.01011655484632,5.75215649376546,1.08271080811629e-08,6.51922288641481e-06,9.46188525621348,5.18580417056507,"Up","Upregulated in Low RMST"
"PCDH18",-0.26382191908799,7.78076438269939,-5.751418671239,1.08733665998579e-08,6.51922288641481e-06,9.45781479472504,5.18580417056507,"Down","Downregulated in Low RMST"
"LPAR6",-0.177287757045177,8.21681385973341,-5.72062277220416,1.29853972597024e-08,7.27340227738633e-06,9.28836193754582,5.13826239180191,"None","Not significant"
"H4C3",0.223317978689059,12.4104075959829,5.71886267614095,1.31174681626162e-08,7.27340227738633e-06,9.27870328867003,5.13826239180191,"Up","Upregulated in Low RMST"
"FST",-0.33220194500855,8.19029848840412,-5.71774960402863,1.3201662215516e-08,7.27340227738633e-06,9.27259669054137,5.13826239180191,"Down","Downregulated in Low RMST"
"KIF4A",0.16943361115385,6.26575580829749,5.68829354618016,1.56308898504955e-08,8.25529883615542e-06,9.11140500090183,5.08326720095428,"None","Not significant"
"FAM83D",0.241038340065058,6.4883405443507,5.6864808765063,1.57938020412098e-08,8.25529883615542e-06,9.10151149810774,5.08326720095428,"Up","Upregulated in Low RMST"
"GSK3B",0.170135206154388,8.39912649562839,5.67942978117636,1.64433594100424e-08,8.37994703934284e-06,9.06305540529555,5.07675872607066,"None","Not significant"
"TRIP13",0.25729131875589,7.11520862383555,5.65939445052399,1.84340234565412e-08,9.16530654052664e-06,8.95403273830498,5.03785300515535,"Up","Upregulated in Low RMST"
"AURKB",0.256352905171929,7.00511414766001,5.64805719894998,1.96622722611117e-08,9.54322428673241e-06,8.8925036870455,5.02030486917878,"Up","Upregulated in Low RMST"
"STIP1",0.159500608649002,9.3725254951112,5.62310303018791,2.26524676427248e-08,1.07388500673708e-05,8.75748828795223,4.96904222106972,"None","Not significant"
"KIF2C",0.230874446850545,6.79584814139374,5.6179880780292,2.33177911749259e-08,1.08030266613833e-05,8.72988413217774,4.96645455208851,"Up","Upregulated in Low RMST"
"CXCL12",-0.350993076870582,9.19209885363249,-5.59491973947349,2.65618541184387e-08,1.17725391380998e-05,8.60568792615721,4.92912985706001,"Down","Downregulated in Low RMST"
"LINC00324",-0.14682247402043,6.50958493821855,-5.59426629428455,2.66598555658228e-08,1.17725391380998e-05,8.60217699005303,4.92912985706001,"None","Not significant"
"ABCB1",-0.113481742392368,6.02575187140126,-5.59107878608707,2.71429649002055e-08,1.17725391380998e-05,8.58505624464519,4.92912985706001,"None","Not significant"
"CSNK2A3",0.105756156735562,6.84376086559547,5.57981968039157,2.89184544824712e-08,1.22813061380245e-05,8.52465593478656,4.91075544277371,"None","Not significant"
"HJURP",0.210820044377284,6.69070450955457,5.56010533075737,3.23026089238634e-08,1.32875582957292e-05,8.419176984701,4.87655481710963,"Up","Upregulated in Low RMST"
"POLR3GL",-0.146117872797932,9.1479436004988,-5.55851647645793,3.25915091874644e-08,1.32875582957292e-05,8.41069156853965,4.87655481710963,"None","Not significant"
"FOXM1",0.22065463317452,6.41373158985341,5.54715515311222,3.47317031656964e-08,1.38824660594651e-05,8.35008295928469,4.85753337963858,"Up","Upregulated in Low RMST"
"ATP2A2",0.155174233154872,8.515598152882,5.50903776196533,4.29561330741146e-08,1.66488053987139e-05,8.14760635572832,4.77861692296002,"None","Not significant"
"POC1A",0.177670572787869,7.66356290016896,5.50766099097597,4.32860773182161e-08,1.66488053987139e-05,8.14031803585788,4.77861692296002,"None","Not significant"
"JCHAIN",-0.544222984761201,7.93547908533217,-5.50029642988472,4.50931996992425e-08,1.70226828864641e-05,8.10136127099893,4.76897199119835,"Down","Downregulated in Low RMST"
"KIF23",0.172781972894796,6.51738756664509,5.49524832612761,4.63739808414525e-08,1.71878836264183e-05,8.07468681158033,4.76477759544517,"None","Not significant"
"FBLN1",-0.321483451085518,10.569725645696,-5.45352373322118,5.84015141174674e-08,2.12591940229388e-05,7.85510915098547,4.67245320444232,"Down","Downregulated in Low RMST"
"ABCA9",-0.105692376738068,5.87606959564218,-5.44656208347673,6.06829895726314e-08,2.17021533761069e-05,7.81862905808915,4.66349717154493,"None","Not significant"
"TK1",0.259278647432352,8.21110076458321,5.43403844869981,6.50067441558413e-08,2.27254951207455e-05,7.75311564048685,4.64348664602172,"Up","Upregulated in Low RMST"
"GAS7",-0.178955543151777,7.04358936633008,-5.43149020353162,6.59223972153853e-08,2.27254951207455e-05,7.73980298528055,4.64348664602172,"None","Not significant"
"CDC45",0.258452127011209,7.23524758084532,5.42883748601849,6.68888745275806e-08,2.27254951207455e-05,7.725950893019,4.64348664602172,"Up","Upregulated in Low RMST"
"RNF125",-0.156521693265529,7.17158073365232,-5.42506473283275,6.82871237709723e-08,2.28202134110044e-05,7.70626130444971,4.64168029844593,"None","Not significant"
"ESPL1",0.102472139167216,6.56997362091207,5.40558096806474,7.59714740858493e-08,2.49786854716135e-05,7.60478633131067,4.6024304205434,"None","Not significant"
"SUSD3",-0.467054590293254,8.74402328648003,-5.39814730805995,7.91189284798732e-08,2.50149752583313e-05,7.56616265622545,4.60179992232986,"Down","Downregulated in Low RMST"
"FANCD2",0.165333097735161,7.11530739883335,5.39551102036924,8.02652264855612e-08,2.50149752583313e-05,7.5524773122916,4.60179992232986,"None","Not significant"
"CH25H",-0.228430320324579,6.43123976560612,-5.39528954391151,8.03622575917335e-08,2.50149752583313e-05,7.55132788817769,4.60179992232986,"Down","Downregulated in Low RMST"
"MFAP4",-0.372281673848517,8.41576970925851,-5.39357399015085,8.1117720779908e-08,2.50149752583313e-05,7.5424259952212,4.60179992232986,"Down","Downregulated in Low RMST"
"MXD3",0.12995936024333,6.63936855892911,5.39110407075608,8.2217480613598e-08,2.50149752583313e-05,7.52961451360305,4.60179992232986,"None","Not significant"
"SAPCD2",0.241707209551697,7.17687440746039,5.38299022943375,8.59329351936058e-08,2.52113526111853e-05,7.48756756319299,4.59840385341853,"Up","Upregulated in Low RMST"
"STIL",0.192656644775785,7.40021267477216,5.38013474571216,8.72788218945342e-08,2.52113526111853e-05,7.4727845228993,4.59840385341853,"None","Not significant"
"BUB1",0.211434594392391,6.65242701660577,5.37869439143809,8.79654397894969e-08,2.52113526111853e-05,7.46533055957417,4.59840385341853,"Up","Upregulated in Low RMST"
"OIP5",0.196483696537099,7.04714536118143,5.3785706007464,8.80246946114019e-08,2.52113526111853e-05,7.46469002083174,4.59840385341853,"None","Not significant"
"EZR",0.196195739956744,11.6720160829154,5.37644807843806,8.90467200395067e-08,2.52113526111853e-05,7.45370950467818,4.59840385341853,"None","Not significant"
"ACP7",0.196967645249175,7.03199589759147,5.37250598807662,9.09754946468073e-08,2.53043904821564e-05,7.43332677723304,4.59680411926901,"None","Not significant"
"WEE2-AS1",-0.0828782093919949,6.09903615931369,-5.37072927611145,9.18579786941168e-08,2.53043904821564e-05,7.42414490518361,4.59680411926901,"None","Not significant"
"FREM1",-0.0970166908732589,5.65251879164755,-5.36458522496938,9.49741070955822e-08,2.58139623085792e-05,7.39241549402391,4.58814532840161,"None","Not significant"
"CCNB1",0.180215881583083,6.57641838367923,5.36060002977072,9.70498261439137e-08,2.60310619203116e-05,7.37185356702607,4.58450811476727,"None","Not significant"
"EXO1",0.223729060960686,6.82106692109375,5.35769753786528,9.8589210687268e-08,2.61005332449345e-05,7.35688715196308,4.58335061975111,"Up","Upregulated in Low RMST"
"IGFBP6",-0.241037529487016,7.47810643797204,-5.31729700530308,1.22635589166662e-07,3.20503395533641e-05,7.1493728616231,4.49416736504154,"Down","Downregulated in Low RMST"
"COL17A1",-0.310975608638466,6.60483219467357,-5.30830191546225,1.28716084519552e-07,3.29363917225622e-05,7.10337532551561,4.48232398078299,"Down","Downregulated in Low RMST"
"ITM2A",-0.346709715040727,8.94793399433924,-5.30752124237855,1.29257362659062e-07,3.29363917225622e-05,7.09938677799821,4.48232398078299,"Down","Downregulated in Low RMST"
"CDCA8",0.197752901146142,6.82814982689546,5.30496417565511,1.31045779413693e-07,3.29798544857794e-05,7.08632637443492,4.48175126488806,"None","Not significant"
"FLRT2",-0.135636910994499,6.08449224682165,-5.30099791341351,1.33867294251084e-07,3.32790828452237e-05,7.0660803503408,4.47782865115376,"None","Not significant"
"TOMM40",0.143800821270862,9.56076222891218,5.29870168878099,1.35527574710205e-07,3.32858989212956e-05,7.05436577449009,4.47773970996703,"None","Not significant"
"MELK",0.272672658003571,7.47294903124554,5.29599894837769,1.37507341075551e-07,3.33700850931561e-05,7.04058353001261,4.47664268590017,"Up","Upregulated in Low RMST"
"PLAC9P1",-0.357225562663486,6.40389609619247,-5.27817485117536,1.51282658547869e-07,3.62811411117447e-05,6.94986105855543,4.44031906199947,"Down","Downregulated in Low RMST"
"ABCA8",-0.215217805571882,6.35710073474889,-5.27420806871974,1.54525360527052e-07,3.66279008644645e-05,6.92971055777847,4.43618796992684,"Down","Downregulated in Low RMST"
"MARS1",0.112481585935709,7.62772261047518,5.26893079039214,1.58943810096151e-07,3.72421789518396e-05,6.90292553028128,4.428964917404,"None","Not significant"
"TBC1D31",0.144583044085068,6.88048211074422,5.25143382215045,1.74485611062085e-07,4.02710600442061e-05,6.81430317878161,4.39500693842609,"None","Not significant"
"CFL1",0.113349182143385,11.2714592015014,5.25000088892439,1.75821650426016e-07,4.02710600442061e-05,6.8070578947051,4.39500693842609,"None","Not significant"
"AGO2",0.248183616220063,9.06521017826917,5.24223479521151,1.83236629492369e-07,4.14748636609184e-05,6.76782353248432,4.38221503294455,"Up","Upregulated in Low RMST"
"LRRC17",-0.316017209421413,7.66347505440368,-5.24028369789361,1.85146558407828e-07,4.14748636609184e-05,6.75797534171971,4.38221503294455,"Down","Downregulated in Low RMST"
"RILPL2",-0.122017273853048,7.04932318495195,-5.23438692405412,1.91036736825865e-07,4.20212236370849e-05,6.72823269614008,4.37653130530711,"None","Not significant"
"TTK",0.228862857286152,6.81831276673309,5.23372581130887,1.91708305040417e-07,4.20212236370849e-05,6.72490012508147,4.37653130530711,"Up","Upregulated in Low RMST"
"ATAD2",0.207737169031273,7.24214852875276,5.23005828240711,1.95475525740177e-07,4.2391155236314e-05,6.70642000023221,4.3727247479536,"Up","Upregulated in Low RMST"
"CCNA2",0.199965878285962,6.96269491216067,5.21916652178515,2.07090413566583e-07,4.44372429532083e-05,6.65161141864798,4.35225289409102,"None","Not significant"
"CCNE2",0.202157279373604,6.68517105192821,5.21422087187388,2.12582250389076e-07,4.46865659584994e-05,6.62676058324268,4.34982301841141,"Up","Upregulated in Low RMST"
"AK3",-0.13719521526564,9.36084127576953,-5.21417255633919,2.12636590531e-07,4.46865659584994e-05,6.62651791963998,4.34982301841141,"None","Not significant"
"KIF15",0.150536917291067,6.31739051861974,5.21005325234951,2.17319287072823e-07,4.52046292548927e-05,6.60583675956028,4.34481708826584,"None","Not significant"
"PA2G4",0.127389771076494,9.44101967652328,5.19670128356424,2.33193163274014e-07,4.80165922559674e-05,6.53891053413826,4.31860866512332,"None","Not significant"
"CDKN2C",-0.0617257703265565,5.73625847685713,-5.18789820856138,2.4426633355326e-07,4.9793692094832e-05,6.49487574462325,4.30282567053184,"None","Not significant"
"CLDN11",-0.242379166083028,6.84023894384276,-5.17661742174733,2.59201394731151e-07,5.23150537781635e-05,6.43855183579221,4.28137332390389,"Down","Downregulated in Low RMST"
"SH3D19",-0.149966895593836,7.40534190961429,-5.16255077944531,2.79065012555598e-07,5.54812200634399e-05,6.3684835485791,4.25585399711221,"None","Not significant"
"COL14A1",-0.188750094332627,6.59446063606845,-5.16168678136999,2.8033189436028e-07,5.54812200634399e-05,6.3641858061161,4.25585399711221,"None","Not significant"
"ASPM",0.248573954655648,7.4127430496947,5.15489836192824,2.90481085325362e-07,5.69370858111299e-05,6.33044257858241,4.24460476494694,"Up","Upregulated in Low RMST"
"ISCU",-0.127793817579172,10.153873694388,-5.14960493381238,2.98640741276966e-07,5.79789667707709e-05,6.30416014513409,4.23672952836962,"None","Not significant"
"MCM2",0.196551590839666,7.67226237059905,5.14528913909631,3.05456952095844e-07,5.86944502584545e-05,6.28275098402232,4.2314029606957,"None","Not significant"
"VEGFA",0.200114139550605,7.20326636782915,5.14365016889597,3.08084678815532e-07,5.86944502584545e-05,6.27462514434366,4.2314029606957,"Up","Upregulated in Low RMST"
"CDCA3",0.211489506189529,6.61632054707431,5.13267743312394,3.26248312892925e-07,6.15793690585396e-05,6.22028763261756,4.21056476518596,"Up","Upregulated in Low RMST"
"SS18L1",0.119258955440913,7.16624387637448,5.12591681880431,3.37950164749205e-07,6.24309317078681e-05,6.18686432566237,4.2046001836885,"None","Not significant"
"PLAC9",-0.282643204637863,7.81953561612511,-5.12378933112656,3.41715776160071e-07,6.24309317078681e-05,6.17635516218182,4.2046001836885,"Down","Downregulated in Low RMST"
"DDX27",0.147370284919767,7.51360377629621,5.12315987615631,3.42837650142286e-07,6.24309317078681e-05,6.17324664440242,4.2046001836885,"None","Not significant"
"CENPF",0.227637016219761,7.32813984720038,5.12306320035035,3.43010269869082e-07,6.24309317078681e-05,6.17276925048781,4.2046001836885,"Up","Upregulated in Low RMST"
"SEC61A2",0.117482428195892,6.25256632229888,5.11841913332644,3.51402146700489e-07,6.33923253140662e-05,6.14984663478777,4.19796331744169,"None","Not significant"
"GPI",0.159519724952551,9.70489393834708,5.11221462550048,3.6292385895545e-07,6.48965163579549e-05,6.11925306611542,4.18777861548196,"None","Not significant"
"GRHL2",0.158779549376887,7.2606998309947,5.10984152203065,3.67426487831925e-07,6.51303387343807e-05,6.10756106246193,4.1862166631112,"None","Not significant"
"KERA",-0.145608438281236,5.84190345643757,-5.10486421050764,3.77046211786175e-07,6.594638221094e-05,6.08305539973321,4.18080902466533,"None","Not significant"
"CEP55",0.207485389360616,7.13911010184743,5.10412259708384,3.78500206950208e-07,6.594638221094e-05,6.07940605288195,4.18080902466533,"Up","Upregulated in Low RMST"
"TNFSF12",-0.131770118989903,7.84236061819085,-5.10238914735266,3.81919939471211e-07,6.597828784848e-05,6.0708780474847,4.18059895868466,"None","Not significant"
"NELFE",0.123515655491067,7.3747633395976,5.08993625507249,4.07379390428311e-07,6.91286051552514e-05,6.00969585449633,4.16034220602063,"None","Not significant"
"GAS2L3",0.11766615687542,6.2999351925467,5.0894433069763,4.08420212684907e-07,6.91286051552514e-05,6.00727691671728,4.16034220602063,"None","Not significant"
"GTSE1",0.146866088846636,6.25333605985915,5.08854231800893,4.10329223634311e-07,6.91286051552514e-05,6.0028562708636,4.16034220602063,"None","Not significant"
"CENPA",0.210922297529861,6.74447131886216,5.08551484628775,4.16807157596938e-07,6.96443762919145e-05,5.98800769000785,4.15711394663406,"Up","Upregulated in Low RMST"
"MCM10",0.217580103116252,6.78891812162202,5.08310855147885,4.2202629621898e-07,6.99431386050724e-05,5.97621181029545,4.15525488320378,"Up","Upregulated in Low RMST"
"PCLAF",0.250256011998807,8.49551081358985,5.07915384538933,4.30741260684029e-07,7.08117790245479e-05,5.95683715056081,4.14989449457194,"Up","Upregulated in Low RMST"
"HNMT",-0.20676652140635,8.149937157135,-5.07381388378729,4.42785120744716e-07,7.17816291727356e-05,5.93069896742868,4.14398668904123,"Down","Downregulated in Low RMST"
"STAT5B",-0.127497767466398,7.34224694688857,-5.07342126632898,4.43683359125077e-07,7.17816291727356e-05,5.92877821802793,4.14398668904123,"None","Not significant"
"PDE1A",-0.160006686942437,6.55325461849488,-5.04788902652806,5.06030736966287e-07,8.11585625448437e-05,5.8041776157793,4.09066565365903,"None","Not significant"
"CPXM1",-0.201754340460675,6.73552282628096,-5.0465190441152,5.09604905849399e-07,8.11585625448437e-05,5.79750904149205,4.09066565365903,"Down","Downregulated in Low RMST"
"SQLE",0.247707649405249,8.66863225001407,5.04177547102188,5.22169740091562e-07,8.25149624167946e-05,5.77443252984636,4.08346729380322,"Up","Upregulated in Low RMST"
"CCNF",0.179004841881793,7.79309629938948,5.03740833808196,5.34001468106891e-07,8.37355379027614e-05,5.75320580529967,4.07709018550163,"None","Not significant"
"ECM2",-0.242163475479524,7.70617630004599,-5.03169784362276,5.49863676801441e-07,8.55646645160105e-05,5.72547632373769,4.06770554810301,"Down","Downregulated in Low RMST"
"TIMELESS",0.150163055000994,7.74639783353977,5.03010809541801,5.54359880463828e-07,8.56108042670844e-05,5.71776208788998,4.06747142296913,"None","Not significant"
"AUNIP",0.158662898406909,6.3927868339642,5.02401226909175,5.71931562695752e-07,8.69505165611547e-05,5.68820392695839,4.06072783356935,"None","Not significant"
"KIF11",0.160254537716785,6.55642397299725,5.02284271400363,5.7536380635149e-07,8.69505165611547e-05,5.68253679915482,4.06072783356935,"None","Not significant"
"SGO1",0.099912057602469,5.87657060261292,5.02268395624674,5.75831235504336e-07,8.69505165611547e-05,5.68176762984538,4.06072783356935,"None","Not significant"
"SPATA4",-0.0622743689290488,5.5551993595484,-5.0193414949623,5.85757925639821e-07,8.779908319241e-05,5.66557909681589,4.05651001902051,"None","Not significant"
"E2F2",0.233141335106417,7.31406203534928,5.01738970392535,5.91630656914839e-07,8.8032050665759e-05,5.6561307954867,4.05535918133752,"Up","Upregulated in Low RMST"
"ZWINT",0.101470465938649,6.48042356844335,5.01286809453104,6.05454794786452e-07,8.93669712717468e-05,5.6342560283052,4.04882296045241,"None","Not significant"
"PLSCR4",-0.165107775920543,7.19859624431778,-5.01160557983073,6.09370076368546e-07,8.93669712717468e-05,5.6281515941079,4.04882296045241,"None","Not significant"
"CX3CR1",-0.305688006146297,7.44249215841814,-4.9994567763085,6.48315777779601e-07,9.4399408071694e-05,5.56948618345549,4.0250307289223,"Down","Downregulated in Low RMST"
"KIFC1",0.202542351500765,6.8938620770787,4.99726795330711,6.55583267198286e-07,9.47806021406884e-05,5.55893115737538,4.0232805365572,"Up","Upregulated in Low RMST"
"UBE2O",0.133106809348095,7.08585094439756,4.99228832870014,6.7241095130711e-07,9.65288538196862e-05,5.53493481978481,4.01534285057712,"None","Not significant"
"RUNX1T1",-0.1221360045999,6.03250177497677,-4.9797326792649,7.16710830437694e-07,0.00010216888306624,5.47453273178467,3.99068135440033,"None","Not significant"
"DHRS12",-0.0912123220202578,6.49670807806277,-4.97698583777679,7.26771108966667e-07,0.000102498018917159,5.46133791607913,3.98928452857565,"None","Not significant"
"PRPF40A",0.124399408988499,7.80610307604344,4.97636169950442,7.29075925581951e-07,0.000102498018917159,5.4583407642404,3.98928452857565,"None","Not significant"
"PARP3",-0.160259179832803,8.83885174976543,-4.96058373011826,7.89738738554187e-07,0.000110265919078268,5.38269435271941,3.95755869828852,"None","Not significant"
"CPED1",-0.184823845785275,7.08950027042735,-4.95428146991306,8.15305634314484e-07,0.000113061260921774,5.35254334444515,3.9466861753564,"None","Not significant"
"NSUN2",0.112426186427475,9.21835743819585,4.94920403190296,8.36482382468145e-07,0.000115214144369008,5.32827897121145,3.93849420108355,"None","Not significant"
"N4BP2L1",-0.109266245977044,6.41856750430249,-4.94684846449673,8.46486024044466e-07,0.000115809514094943,5.31703019066046,3.93625576056364,"None","Not significant"
"TRIM4",-0.142679632461761,8.8703327594888,-4.94477135413551,8.55402721622771e-07,0.000116249229868535,5.30711544032614,3.93460991555589,"None","Not significant"
"GSTM3",-0.287727087087182,7.20267233613549,-4.93403768994693,9.02942699871751e-07,0.000121560094067193,5.25594404746027,3.91520897252063,"Down","Downregulated in Low RMST"
"FRZB",-0.24381434303123,7.78286698718321,-4.93189049757578,9.12753729500281e-07,0.000121560094067193,5.24572045569897,3.91520897252063,"Down","Downregulated in Low RMST"
"NOP56",0.1523033036513,9.87037286577662,4.93180476871589,9.13147570412373e-07,0.000121560094067193,5.24531235743892,3.91520897252063,"None","Not significant"
"ABCA6",-0.130588777056982,6.08101838708528,-4.93067896276746,9.18334779806117e-07,0.000121560094067193,5.23995377691552,3.91520897252063,"None","Not significant"
"TRIB3",0.204186178310337,8.18437490606851,4.92260332255982,9.5638515711505e-07,0.000125648881077633,5.2015501688107,3.9008413745125,"Up","Upregulated in Low RMST"
"TMEM243",-0.150048282655944,8.12293890468455,-4.92153081922486,9.61551407805283e-07,0.000125648881077633,5.19645446177188,3.9008413745125,"None","Not significant"
"ATP5F1B",0.105658650011486,12.6738710145934,4.91670543432837,9.8512989334665e-07,0.000127910018317653,5.17354121741908,3.8930954388702,"None","Not significant"
"DDX31",0.084666239992842,6.95609233765509,4.90797025284911,1.02923761387566e-06,0.0001327911946763,5.13211756016566,3.87683072188275,"None","Not significant"
"PROS1",-0.220745154250041,7.81307115426519,-4.90145065272212,1.06339174639397e-06,0.000136334847485793,5.10124688663013,3.86539312335482,"Down","Downregulated in Low RMST"
"DMAC1",-0.114534893418134,7.18975679157643,-4.8996377811513,1.07308119933443e-06,0.000136717251552702,5.09266987616137,3.86417668088631,"None","Not significant"
"LSR",0.139120410745288,7.06690697307011,4.89561805584406,1.09487020510291e-06,0.000138194604790804,5.07366278241708,3.859508911776,"None","Not significant"
"XPO5",0.115854044723876,7.48622471835409,4.89500413514291,1.09823526986069e-06,0.000138194604790804,5.07076121112397,3.859508911776,"None","Not significant"
"CCDC178",-0.13721098261553,5.91938289316356,-4.88859498488235,1.13396579278474e-06,0.000141815292551638,5.04049064398132,3.84827693478985,"None","Not significant"
"CD1C",-0.143299497936074,6.20307836405339,-4.87937270745426,1.18735043855775e-06,0.000147586211524389,4.99700080299282,3.83095421526768,"None","Not significant"
"TEDC2",0.153438449685973,6.71923409439567,4.87652268976904,1.20433221270152e-06,0.000148789770641942,4.98357690614755,3.82742692568845,"None","Not significant"
"RAD54L",0.108491420144901,5.98042444451844,4.86794855093815,1.25684324232703e-06,0.000154341864426726,4.94323743732643,3.81151625784174,"None","Not significant"
"GSTM4",-0.102456161604246,6.45668483666644,-4.86123170047862,1.29951289160554e-06,0.000158626169433407,4.91168400008201,3.79962516315348,"None","Not significant"
"CD1E",-0.184908434696091,6.18416442065054,-4.85789606852779,1.32121794347617e-06,0.000160315641534296,4.89602999384194,3.79502410271988,"None","Not significant"
"BIRC5",0.13435786655605,6.27945716233703,4.85079427406423,1.36859826680683e-06,0.000165082104549451,4.86273608857293,3.78230000315549,"None","Not significant"
"TMEM189",0.149918182609141,8.15707590081704,4.84890401476091,1.38148240716252e-06,0.000165655993352988,4.85388229695665,3.78079284693539,"None","Not significant"
